penalty,share_willing,provider,hub,day,fleet_before,fleet_after
10.0,0.1,FedEx,FedEx Station - Heinz-Peter-Piper Str.,0,84.0,84.0
10.0,0.1,FedEx,FedEx Station - Heinz-Peter-Piper Str.,1,86.0,86.0
10.0,0.1,FedEx,FedEx Station - Heinz-Peter-Piper Str.,2,97.0,97.0
10.0,0.1,FedEx,FedEx Station - Heinz-Peter-Piper Str.,3,91.0,91.0
10.0,0.1,FedEx,FedEx Station - Heinz-Peter-Piper Str.,4,82.0,82.0
10.0,0.1,FedEx,FedEx Station - Heinz-Peter-Piper Str.,5,66.0,66.0
10.0,0.1,GLS,GLS in Hannover Laatzen,0,80.0,80.0
10.0,0.1,GLS,GLS in Hannover Laatzen,1,82.0,82.0
10.0,0.1,GLS,GLS in Hannover Laatzen,2,96.0,94.0
10.0,0.1,GLS,GLS in Hannover Laatzen,3,90.0,91.0
10.0,0.1,GLS,GLS in Hannover Laatzen,4,76.0,76.0
10.0,0.1,GLS,GLS in Hannover Laatzen,5,64.0,68.0
10.0,0.1,Hermes,Hermes LC Hannover Langenhagen,0,116.0,116.0
10.0,0.1,Hermes,Hermes LC Hannover Langenhagen,1,120.0,120.0
10.0,0.1,Hermes,Hermes LC Hannover Langenhagen,2,126.0,126.0
10.0,0.1,Hermes,Hermes LC Hannover Langenhagen,3,123.0,123.0
10.0,0.1,Hermes,Hermes LC Hannover Langenhagen,4,110.0,110.0
10.0,0.1,Hermes,Hermes LC Hannover Langenhagen,5,82.0,84.0
10.0,0.1,UPS,UPS Depot Hannover,0,100.0,100.0
10.0,0.1,UPS,UPS Depot Hannover,1,108.0,108.0
10.0,0.1,UPS,UPS Depot Hannover,2,118.0,118.0
10.0,0.1,UPS,UPS Depot Hannover,3,114.0,114.0
10.0,0.1,UPS,UPS Depot Hannover,4,95.0,95.0
10.0,0.1,UPS,UPS Depot Hannover,5,78.0,78.0
10.0,0.2,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),0,26.0,26.0
10.0,0.2,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),1,27.0,27.0
10.0,0.2,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),2,28.0,28.0
10.0,0.2,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),3,27.0,27.0
10.0,0.2,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),4,24.0,24.0
10.0,0.2,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),5,18.0,18.0
10.0,0.2,DHL,"Deutsche Post, Bantorf",0,10.0,10.0
10.0,0.2,DHL,"Deutsche Post, Bantorf",1,11.0,11.0
10.0,0.2,DHL,"Deutsche Post, Bantorf",2,13.0,13.0
10.0,0.2,DHL,"Deutsche Post, Bantorf",3,12.0,12.0
10.0,0.2,DHL,"Deutsche Post, Bantorf",4,10.0,10.0
10.0,0.2,DHL,"Deutsche Post, Bantorf",5,8.0,8.0
10.0,0.2,DHL,"Deutsche Post, Bissendorf",0,44.0,44.0
10.0,0.2,DHL,"Deutsche Post, Bissendorf",1,48.0,48.0
10.0,0.2,DHL,"Deutsche Post, Bissendorf",2,53.0,53.0
10.0,0.2,DHL,"Deutsche Post, Bissendorf",3,49.0,49.0
10.0,0.2,DHL,"Deutsche Post, Bissendorf",4,41.0,41.0
10.0,0.2,DHL,"Deutsche Post, Bissendorf",5,32.0,32.0
10.0,0.2,DHL,"Deutsche Post, Burgdorf",0,10.0,10.0
10.0,0.2,DHL,"Deutsche Post, Burgdorf",1,10.0,10.0
10.0,0.2,DHL,"Deutsche Post, Burgdorf",2,12.0,12.0
10.0,0.2,DHL,"Deutsche Post, Burgdorf",3,11.0,11.0
10.0,0.2,DHL,"Deutsche Post, Burgdorf",4,9.0,9.0
10.0,0.2,DHL,"Deutsche Post, Burgdorf",5,7.0,7.0
10.0,0.2,DHL,"Deutsche Post, Garbsen",0,12.0,12.0
10.0,0.2,DHL,"Deutsche Post, Garbsen",1,13.0,13.0
10.0,0.2,DHL,"Deutsche Post, Garbsen",2,15.0,15.0
10.0,0.2,DHL,"Deutsche Post, Garbsen",3,15.0,15.0
10.0,0.2,DHL,"Deutsche Post, Garbsen",4,12.0,12.0
10.0,0.2,DHL,"Deutsche Post, Garbsen",5,10.0,10.0
10.0,0.2,DHL,"Deutsche Post, Lehrte",0,14.0,14.0
10.0,0.2,DHL,"Deutsche Post, Lehrte",1,15.0,15.0
10.0,0.2,DHL,"Deutsche Post, Lehrte",2,17.0,17.0
10.0,0.2,DHL,"Deutsche Post, Lehrte",3,15.0,15.0
10.0,0.2,DHL,"Deutsche Post, Lehrte",4,13.0,13.0
10.0,0.2,DHL,"Deutsche Post, Lehrte",5,10.0,10.0
10.0,0.2,DHL,"Deutsche Post, Neustadt",0,13.0,13.0
10.0,0.2,DHL,"Deutsche Post, Neustadt",1,15.0,15.0
10.0,0.2,DHL,"Deutsche Post, Neustadt",2,16.0,16.0
10.0,0.2,DHL,"Deutsche Post, Neustadt",3,15.0,15.0
10.0,0.2,DHL,"Deutsche Post, Neustadt",4,13.0,13.0
10.0,0.2,DHL,"Deutsche Post, Neustadt",5,10.0,10.0
10.0,0.2,DHL,"Deutsche Post, Springe",0,9.0,9.0
10.0,0.2,DHL,"Deutsche Post, Springe",1,9.0,9.0
10.0,0.2,DHL,"Deutsche Post, Springe",2,11.0,11.0
10.0,0.2,DHL,"Deutsche Post, Springe",3,10.0,10.0
10.0,0.2,DHL,"Deutsche Post, Springe",4,9.0,9.0
10.0,0.2,DHL,"Deutsche Post, Springe",5,7.0,7.0
10.0,0.2,DHL,"Deutsche Post, Wunstorf",0,15.0,15.0
10.0,0.2,DHL,"Deutsche Post, Wunstorf",1,15.0,15.0
10.0,0.2,DHL,"Deutsche Post, Wunstorf",2,16.0,16.0
10.0,0.2,DHL,"Deutsche Post, Wunstorf",3,16.0,16.0
10.0,0.2,DHL,"Deutsche Post, Wunstorf",4,14.0,14.0
10.0,0.2,DHL,"Deutsche Post, Wunstorf",5,11.0,11.0
10.0,0.2,DHL,Dummy Seelze,0,17.0,17.0
10.0,0.2,DHL,Dummy Seelze,1,19.0,19.0
10.0,0.2,DHL,Dummy Seelze,2,21.0,21.0
10.0,0.2,DHL,Dummy Seelze,3,20.0,20.0
10.0,0.2,DHL,Dummy Seelze,4,17.0,17.0
10.0,0.2,DHL,Dummy Seelze,5,13.0,13.0
10.0,0.2,DHL,Dummy Sehnde,0,9.0,9.0
10.0,0.2,DHL,Dummy Sehnde,1,9.0,9.0
10.0,0.2,DHL,Dummy Sehnde,2,10.0,10.0
10.0,0.2,DHL,Dummy Sehnde,3,9.0,9.0
10.0,0.2,DHL,Dummy Sehnde,4,8.0,8.0
10.0,0.2,DHL,Dummy Sehnde,5,6.0,6.0
10.0,0.2,DHL,Dummy Uetze,0,7.0,7.0
10.0,0.2,DHL,Dummy Uetze,1,7.0,7.0
10.0,0.2,DHL,Dummy Uetze,2,7.0,7.0
10.0,0.2,DHL,Dummy Uetze,3,8.0,8.0
10.0,0.2,DHL,Dummy Uetze,4,6.0,6.0
10.0,0.2,DHL,Dummy Uetze,5,5.0,5.0
10.0,0.2,DHL,Dummy Wennigsen,0,11.0,11.0
10.0,0.2,DHL,Dummy Wennigsen,1,12.0,12.0
10.0,0.2,DHL,Dummy Wennigsen,2,12.0,12.0
10.0,0.2,DHL,Dummy Wennigsen,3,12.0,12.0
10.0,0.2,DHL,Dummy Wennigsen,4,10.0,10.0
10.0,0.2,DHL,Dummy Wennigsen,5,8.0,8.0
10.0,0.2,DHL,Paketzentrum / Zustellbasis Anderten,0,40.0,40.0
10.0,0.2,DHL,Paketzentrum / Zustellbasis Anderten,1,44.0,44.0
10.0,0.2,DHL,Paketzentrum / Zustellbasis Anderten,2,47.0,47.0
10.0,0.2,DHL,Paketzentrum / Zustellbasis Anderten,3,44.0,44.0
10.0,0.2,DHL,Paketzentrum / Zustellbasis Anderten,4,39.0,39.0
10.0,0.2,DHL,Paketzentrum / Zustellbasis Anderten,5,31.0,31.0
10.0,0.2,DHL,Zustellbasis Hannover am Güterbahnhof,0,102.0,102.0
10.0,0.2,DHL,Zustellbasis Hannover am Güterbahnhof,1,107.0,107.0
10.0,0.2,DHL,Zustellbasis Hannover am Güterbahnhof,2,122.0,122.0
10.0,0.2,DHL,Zustellbasis Hannover am Güterbahnhof,3,115.0,115.0
10.0,0.2,DHL,Zustellbasis Hannover am Güterbahnhof,4,97.0,97.0
10.0,0.2,DHL,Zustellbasis Hannover am Güterbahnhof,5,75.0,75.0
10.0,0.2,DHL,Zustellbasis Hannover-Süd,0,55.0,55.0
10.0,0.2,DHL,Zustellbasis Hannover-Süd,1,58.0,58.0
10.0,0.2,DHL,Zustellbasis Hannover-Süd,2,67.0,67.0
10.0,0.2,DHL,Zustellbasis Hannover-Süd,3,64.0,64.0
10.0,0.2,DHL,Zustellbasis Hannover-Süd,4,52.0,52.0
10.0,0.2,DHL,Zustellbasis Hannover-Süd,5,41.0,41.0
10.0,0.2,Amazon,Amazon Logistics HAJ8 in Garbsen,0,189.0,189.0
10.0,0.2,Amazon,Amazon Logistics HAJ8 in Garbsen,1,200.0,200.0
10.0,0.2,Amazon,Amazon Logistics HAJ8 in Garbsen,2,217.0,217.0
10.0,0.2,Amazon,Amazon Logistics HAJ8 in Garbsen,3,209.0,209.0
10.0,0.2,Amazon,Amazon Logistics HAJ8 in Garbsen,4,176.0,176.0
10.0,0.2,Amazon,Amazon Logistics HAJ8 in Garbsen,5,138.0,138.0
10.0,0.2,DPD,DPD Paketzentrum in Lehrte,0,93.0,93.0
10.0,0.2,DPD,DPD Paketzentrum in Lehrte,1,104.0,104.0
10.0,0.2,DPD,DPD Paketzentrum in Lehrte,2,118.0,118.0
10.0,0.2,DPD,DPD Paketzentrum in Lehrte,3,111.0,111.0
10.0,0.2,DPD,DPD Paketzentrum in Lehrte,4,90.0,90.0
10.0,0.2,DPD,DPD Paketzentrum in Lehrte,5,72.0,72.0
10.0,0.2,FedEx,FedEx Station - Heinz-Peter-Piper Str.,0,84.0,84.0
10.0,0.2,FedEx,FedEx Station - Heinz-Peter-Piper Str.,1,86.0,86.0
10.0,0.2,FedEx,FedEx Station - Heinz-Peter-Piper Str.,2,97.0,97.0
10.0,0.2,FedEx,FedEx Station - Heinz-Peter-Piper Str.,3,91.0,91.0
10.0,0.2,FedEx,FedEx Station - Heinz-Peter-Piper Str.,4,82.0,82.0
10.0,0.2,FedEx,FedEx Station - Heinz-Peter-Piper Str.,5,66.0,66.0
10.0,0.2,GLS,GLS in Hannover Laatzen,0,81.0,81.0
10.0,0.2,GLS,GLS in Hannover Laatzen,1,84.0,83.0
10.0,0.2,GLS,GLS in Hannover Laatzen,2,92.0,92.0
10.0,0.2,GLS,GLS in Hannover Laatzen,3,93.0,92.0
10.0,0.2,GLS,GLS in Hannover Laatzen,4,76.0,77.0
10.0,0.2,GLS,GLS in Hannover Laatzen,5,65.0,66.0
10.0,0.2,Hermes,Hermes LC Hannover Langenhagen,0,116.0,116.0
10.0,0.2,Hermes,Hermes LC Hannover Langenhagen,1,120.0,120.0
10.0,0.2,Hermes,Hermes LC Hannover Langenhagen,2,125.0,125.0
10.0,0.2,Hermes,Hermes LC Hannover Langenhagen,3,124.0,123.0
10.0,0.2,Hermes,Hermes LC Hannover Langenhagen,4,108.0,108.0
10.0,0.2,Hermes,Hermes LC Hannover Langenhagen,5,82.0,88.0
10.0,0.2,UPS,UPS Depot Hannover,0,100.0,100.0
10.0,0.2,UPS,UPS Depot Hannover,1,108.0,108.0
10.0,0.2,UPS,UPS Depot Hannover,2,118.0,118.0
10.0,0.2,UPS,UPS Depot Hannover,3,114.0,114.0
10.0,0.2,UPS,UPS Depot Hannover,4,95.0,95.0
10.0,0.2,UPS,UPS Depot Hannover,5,78.0,78.0
10.0,0.3,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),0,26.0,26.0
10.0,0.3,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),1,27.0,27.0
10.0,0.3,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),2,28.0,28.0
10.0,0.3,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),3,27.0,27.0
10.0,0.3,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),4,24.0,24.0
10.0,0.3,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),5,18.0,18.0
10.0,0.3,DHL,"Deutsche Post, Bantorf",0,10.0,10.0
10.0,0.3,DHL,"Deutsche Post, Bantorf",1,11.0,11.0
10.0,0.3,DHL,"Deutsche Post, Bantorf",2,13.0,13.0
10.0,0.3,DHL,"Deutsche Post, Bantorf",3,12.0,12.0
10.0,0.3,DHL,"Deutsche Post, Bantorf",4,10.0,10.0
10.0,0.3,DHL,"Deutsche Post, Bantorf",5,8.0,8.0
10.0,0.3,DHL,"Deutsche Post, Bissendorf",0,44.0,44.0
10.0,0.3,DHL,"Deutsche Post, Bissendorf",1,48.0,48.0
10.0,0.3,DHL,"Deutsche Post, Bissendorf",2,53.0,53.0
10.0,0.3,DHL,"Deutsche Post, Bissendorf",3,49.0,49.0
10.0,0.3,DHL,"Deutsche Post, Bissendorf",4,41.0,41.0
10.0,0.3,DHL,"Deutsche Post, Bissendorf",5,32.0,32.0
10.0,0.3,DHL,"Deutsche Post, Burgdorf",0,10.0,10.0
10.0,0.3,DHL,"Deutsche Post, Burgdorf",1,10.0,10.0
10.0,0.3,DHL,"Deutsche Post, Burgdorf",2,12.0,12.0
10.0,0.3,DHL,"Deutsche Post, Burgdorf",3,11.0,11.0
10.0,0.3,DHL,"Deutsche Post, Burgdorf",4,9.0,9.0
10.0,0.3,DHL,"Deutsche Post, Burgdorf",5,7.0,7.0
10.0,0.3,DHL,"Deutsche Post, Garbsen",0,12.0,12.0
10.0,0.3,DHL,"Deutsche Post, Garbsen",1,13.0,13.0
10.0,0.3,DHL,"Deutsche Post, Garbsen",2,15.0,15.0
10.0,0.3,DHL,"Deutsche Post, Garbsen",3,15.0,15.0
10.0,0.3,DHL,"Deutsche Post, Garbsen",4,12.0,12.0
10.0,0.3,DHL,"Deutsche Post, Garbsen",5,10.0,10.0
10.0,0.3,DHL,"Deutsche Post, Lehrte",0,14.0,14.0
10.0,0.3,DHL,"Deutsche Post, Lehrte",1,15.0,15.0
10.0,0.3,DHL,"Deutsche Post, Lehrte",2,17.0,17.0
10.0,0.3,DHL,"Deutsche Post, Lehrte",3,15.0,15.0
10.0,0.3,DHL,"Deutsche Post, Lehrte",4,13.0,13.0
10.0,0.3,DHL,"Deutsche Post, Lehrte",5,10.0,10.0
10.0,0.3,DHL,"Deutsche Post, Neustadt",0,13.0,13.0
10.0,0.3,DHL,"Deutsche Post, Neustadt",1,15.0,15.0
10.0,0.3,DHL,"Deutsche Post, Neustadt",2,16.0,16.0
10.0,0.3,DHL,"Deutsche Post, Neustadt",3,15.0,15.0
10.0,0.3,DHL,"Deutsche Post, Neustadt",4,13.0,13.0
10.0,0.3,DHL,"Deutsche Post, Neustadt",5,10.0,10.0
10.0,0.3,DHL,"Deutsche Post, Springe",0,9.0,9.0
10.0,0.3,DHL,"Deutsche Post, Springe",1,9.0,9.0
10.0,0.3,DHL,"Deutsche Post, Springe",2,11.0,11.0
10.0,0.3,DHL,"Deutsche Post, Springe",3,10.0,10.0
10.0,0.3,DHL,"Deutsche Post, Springe",4,9.0,9.0
10.0,0.3,DHL,"Deutsche Post, Springe",5,7.0,7.0
10.0,0.3,DHL,"Deutsche Post, Wunstorf",0,15.0,15.0
10.0,0.3,DHL,"Deutsche Post, Wunstorf",1,15.0,15.0
10.0,0.3,DHL,"Deutsche Post, Wunstorf",2,16.0,16.0
10.0,0.3,DHL,"Deutsche Post, Wunstorf",3,16.0,16.0
10.0,0.3,DHL,"Deutsche Post, Wunstorf",4,14.0,14.0
10.0,0.3,DHL,"Deutsche Post, Wunstorf",5,11.0,11.0
10.0,0.3,DHL,Dummy Seelze,0,17.0,17.0
10.0,0.3,DHL,Dummy Seelze,1,19.0,19.0
10.0,0.3,DHL,Dummy Seelze,2,21.0,21.0
10.0,0.3,DHL,Dummy Seelze,3,20.0,20.0
10.0,0.3,DHL,Dummy Seelze,4,17.0,17.0
10.0,0.3,DHL,Dummy Seelze,5,13.0,13.0
10.0,0.3,DHL,Dummy Sehnde,0,9.0,9.0
10.0,0.3,DHL,Dummy Sehnde,1,9.0,9.0
10.0,0.3,DHL,Dummy Sehnde,2,10.0,10.0
10.0,0.3,DHL,Dummy Sehnde,3,9.0,9.0
10.0,0.3,DHL,Dummy Sehnde,4,8.0,8.0
10.0,0.3,DHL,Dummy Sehnde,5,6.0,6.0
10.0,0.3,DHL,Dummy Uetze,0,7.0,7.0
10.0,0.3,DHL,Dummy Uetze,1,7.0,7.0
10.0,0.3,DHL,Dummy Uetze,2,7.0,7.0
10.0,0.3,DHL,Dummy Uetze,3,8.0,8.0
10.0,0.3,DHL,Dummy Uetze,4,6.0,6.0
10.0,0.3,DHL,Dummy Uetze,5,5.0,5.0
10.0,0.3,DHL,Dummy Wennigsen,0,11.0,11.0
10.0,0.3,DHL,Dummy Wennigsen,1,12.0,12.0
10.0,0.3,DHL,Dummy Wennigsen,2,12.0,12.0
10.0,0.3,DHL,Dummy Wennigsen,3,12.0,12.0
10.0,0.3,DHL,Dummy Wennigsen,4,10.0,10.0
10.0,0.3,DHL,Dummy Wennigsen,5,8.0,8.0
10.0,0.3,DHL,Paketzentrum / Zustellbasis Anderten,0,40.0,40.0
10.0,0.3,DHL,Paketzentrum / Zustellbasis Anderten,1,44.0,44.0
10.0,0.3,DHL,Paketzentrum / Zustellbasis Anderten,2,47.0,47.0
10.0,0.3,DHL,Paketzentrum / Zustellbasis Anderten,3,44.0,44.0
10.0,0.3,DHL,Paketzentrum / Zustellbasis Anderten,4,39.0,39.0
10.0,0.3,DHL,Paketzentrum / Zustellbasis Anderten,5,31.0,31.0
10.0,0.3,DHL,Zustellbasis Hannover am Güterbahnhof,0,102.0,102.0
10.0,0.3,DHL,Zustellbasis Hannover am Güterbahnhof,1,107.0,107.0
10.0,0.3,DHL,Zustellbasis Hannover am Güterbahnhof,2,122.0,122.0
10.0,0.3,DHL,Zustellbasis Hannover am Güterbahnhof,3,115.0,115.0
10.0,0.3,DHL,Zustellbasis Hannover am Güterbahnhof,4,97.0,97.0
10.0,0.3,DHL,Zustellbasis Hannover am Güterbahnhof,5,75.0,75.0
10.0,0.3,DHL,Zustellbasis Hannover-Süd,0,55.0,55.0
10.0,0.3,DHL,Zustellbasis Hannover-Süd,1,58.0,58.0
10.0,0.3,DHL,Zustellbasis Hannover-Süd,2,67.0,67.0
10.0,0.3,DHL,Zustellbasis Hannover-Süd,3,64.0,64.0
10.0,0.3,DHL,Zustellbasis Hannover-Süd,4,52.0,52.0
10.0,0.3,DHL,Zustellbasis Hannover-Süd,5,41.0,41.0
10.0,0.3,Amazon,Amazon Logistics HAJ8 in Garbsen,0,189.0,189.0
10.0,0.3,Amazon,Amazon Logistics HAJ8 in Garbsen,1,200.0,200.0
10.0,0.3,Amazon,Amazon Logistics HAJ8 in Garbsen,2,217.0,217.0
10.0,0.3,Amazon,Amazon Logistics HAJ8 in Garbsen,3,209.0,209.0
10.0,0.3,Amazon,Amazon Logistics HAJ8 in Garbsen,4,176.0,176.0
10.0,0.3,Amazon,Amazon Logistics HAJ8 in Garbsen,5,138.0,138.0
10.0,0.3,DPD,DPD Paketzentrum in Lehrte,0,93.0,93.0
10.0,0.3,DPD,DPD Paketzentrum in Lehrte,1,104.0,104.0
10.0,0.3,DPD,DPD Paketzentrum in Lehrte,2,118.0,118.0
10.0,0.3,DPD,DPD Paketzentrum in Lehrte,3,111.0,111.0
10.0,0.3,DPD,DPD Paketzentrum in Lehrte,4,90.0,90.0
10.0,0.3,DPD,DPD Paketzentrum in Lehrte,5,72.0,72.0
10.0,0.3,FedEx,FedEx Station - Heinz-Peter-Piper Str.,0,84.0,84.0
10.0,0.3,FedEx,FedEx Station - Heinz-Peter-Piper Str.,1,86.0,86.0
10.0,0.3,FedEx,FedEx Station - Heinz-Peter-Piper Str.,2,97.0,97.0
10.0,0.3,FedEx,FedEx Station - Heinz-Peter-Piper Str.,3,91.0,91.0
10.0,0.3,FedEx,FedEx Station - Heinz-Peter-Piper Str.,4,82.0,82.0
10.0,0.3,FedEx,FedEx Station - Heinz-Peter-Piper Str.,5,66.0,66.0
10.0,0.3,GLS,GLS in Hannover Laatzen,0,82.0,82.0
10.0,0.3,GLS,GLS in Hannover Laatzen,1,83.0,83.0
10.0,0.3,GLS,GLS in Hannover Laatzen,2,95.0,95.0
10.0,0.3,GLS,GLS in Hannover Laatzen,3,91.0,91.0
10.0,0.3,GLS,GLS in Hannover Laatzen,4,76.0,76.0
10.0,0.3,GLS,GLS in Hannover Laatzen,5,65.0,65.0
10.0,0.3,Hermes,Hermes LC Hannover Langenhagen,0,116.0,116.0
10.0,0.3,Hermes,Hermes LC Hannover Langenhagen,1,120.0,120.0
10.0,0.3,Hermes,Hermes LC Hannover Langenhagen,2,127.0,127.0
10.0,0.3,Hermes,Hermes LC Hannover Langenhagen,3,123.0,123.0
10.0,0.3,Hermes,Hermes LC Hannover Langenhagen,4,112.0,112.0
10.0,0.3,Hermes,Hermes LC Hannover Langenhagen,5,83.0,83.0
10.0,0.3,UPS,UPS Depot Hannover,0,100.0,100.0
10.0,0.3,UPS,UPS Depot Hannover,1,108.0,108.0
10.0,0.3,UPS,UPS Depot Hannover,2,118.0,118.0
10.0,0.3,UPS,UPS Depot Hannover,3,114.0,114.0
10.0,0.3,UPS,UPS Depot Hannover,4,95.0,95.0
10.0,0.3,UPS,UPS Depot Hannover,5,78.0,78.0
10.0,0.4,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),0,26.0,26.0
10.0,0.4,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),1,27.0,27.0
10.0,0.4,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),2,28.0,28.0
10.0,0.4,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),3,27.0,27.0
10.0,0.4,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),4,24.0,24.0
10.0,0.4,DHL,Brief- und Logistikzentrum in Pattensen (Hannover),5,18.0,18.0
10.0,0.4,DHL,"Deutsche Post, Bantorf",0,10.0,10.0
10.0,0.4,DHL,"Deutsche Post, Bantorf",1,11.0,11.0
10.0,0.4,DHL,"Deutsche Post, Bantorf",2,13.0,13.0
10.0,0.4,DHL,"Deutsche Post, Bantorf",3,12.0,12.0
10.0,0.4,DHL,"Deutsche Post, Bantorf",4,10.0,10.0
10.0,0.4,DHL,"Deutsche Post, Bantorf",5,8.0,8.0
10.0,0.4,DHL,"Deutsche Post, Bissendorf",0,44.0,44.0
10.0,0.4,DHL,"Deutsche Post, Bissendorf",1,48.0,48.0
10.0,0.4,DHL,"Deutsche Post, Bissendorf",2,53.0,53.0
10.0,0.4,DHL,"Deutsche Post, Bissendorf",3,49.0,49.0
10.0,0.4,DHL,"Deutsche Post, Bissendorf",4,41.0,41.0
10.0,0.4,DHL,"Deutsche Post, Bissendorf",5,32.0,32.0
10.0,0.4,DHL,"Deutsche Post, Burgdorf",0,10.0,10.0
10.0,0.4,DHL,"Deutsche Post, Burgdorf",1,10.0,10.0
10.0,0.4,DHL,"Deutsche Post, Burgdorf",2,12.0,12.0
10.0,0.4,DHL,"Deutsche Post, Burgdorf",3,11.0,11.0
10.0,0.4,DHL,"Deutsche Post, Burgdorf",4,9.0,9.0
10.0,0.4,DHL,"Deutsche Post, Burgdorf",5,7.0,7.0
10.0,0.4,DHL,"Deutsche Post, Garbsen",0,12.0,12.0
10.0,0.4,DHL,"Deutsche Post, Garbsen",1,13.0,13.0
10.0,0.4,DHL,"Deutsche Post, Garbsen",2,15.0,15.0
10.0,0.4,DHL,"Deutsche Post, Garbsen",3,15.0,15.0
10.0,0.4,DHL,"Deutsche Post, Garbsen",4,12.0,12.0
10.0,0.4,DHL,"Deutsche Post, Garbsen",5,10.0,10.0
10.0,0.4,DHL,"Deutsche Post, Lehrte",0,14.0,14.0
10.0,0.4,DHL,"Deutsche Post, Lehrte",1,15.0,15.0
10.0,0.4,DHL,"Deutsche Post, Lehrte",2,17.0,17.0
10.0,0.4,DHL,"Deutsche Post, Lehrte",3,15.0,15.0
10.0,0.4,DHL,"Deutsche Post, Lehrte",4,13.0,13.0
10.0,0.4,DHL,"Deutsche Post, Lehrte",5,10.0,10.0
10.0,0.4,DHL,"Deutsche Post, Neustadt",0,13.0,13.0
10.0,0.4,DHL,"Deutsche Post, Neustadt",1,15.0,15.0
10.0,0.4,DHL,"Deutsche Post, Neustadt",2,16.0,16.0
10.0,0.4,DHL,"Deutsche Post, Neustadt",3,15.0,15.0
10.0,0.4,DHL,"Deutsche Post, Neustadt",4,13.0,13.0
10.0,0.4,DHL,"Deutsche Post, Neustadt",5,10.0,10.0
10.0,0.4,DHL,"Deutsche Post, Springe",0,9.0,9.0
10.0,0.4,DHL,"Deutsche Post, Springe",1,9.0,9.0
10.0,0.4,DHL,"Deutsche Post, Springe",2,11.0,11.0
10.0,0.4,DHL,"Deutsche Post, Springe",3,10.0,10.0
10.0,0.4,DHL,"Deutsche Post, Springe",4,9.0,9.0
10.0,0.4,DHL,"Deutsche Post, Springe",5,7.0,7.0
10.0,0.4,DHL,"Deutsche Post, Wunstorf",0,15.0,15.0
10.0,0.4,DHL,"Deutsche Post, Wunstorf",1,15.0,15.0
10.0,0.4,DHL,"Deutsche Post, Wunstorf",2,16.0,16.0
10.0,0.4,DHL,"Deutsche Post, Wunstorf",3,16.0,16.0
10.0,0.4,DHL,"Deutsche Post, Wunstorf",4,14.0,14.0
10.0,0.4,DHL,"Deutsche Post, Wunstorf",5,11.0,11.0
10.0,0.4,DHL,Dummy Seelze,0,17.0,17.0
10.0,0.4,DHL,Dummy Seelze,1,19.0,19.0
10.0,0.4,DHL,Dummy Seelze,2,21.0,21.0
10.0,0.4,DHL,Dummy Seelze,3,20.0,20.0
10.0,0.4,DHL,Dummy Seelze,4,17.0,17.0
10.0,0.4,DHL,Dummy Seelze,5,13.0,13.0
10.0,0.4,DHL,Dummy Sehnde,0,9.0,9.0
10.0,0.4,DHL,Dummy Sehnde,1,9.0,9.0
10.0,0.4,DHL,Dummy Sehnde,2,10.0,10.0
10.0,0.4,DHL,Dummy Sehnde,3,9.0,9.0
10.0,0.4,DHL,Dummy Sehnde,4,8.0,8.0
10.0,0.4,DHL,Dummy Sehnde,5,6.0,6.0
10.0,0.4,DHL,Dummy Uetze,0,7.0,7.0
10.0,0.4,DHL,Dummy Uetze,1,7.0,7.0
10.0,0.4,DHL,Dummy Uetze,2,7.0,7.0
10.0,0.4,DHL,Dummy Uetze,3,8.0,8.0
10.0,0.4,DHL,Dummy Uetze,4,6.0,6.0
10.0,0.4,DHL,Dummy Uetze,5,5.0,5.0
10.0,0.4,DHL,Dummy Wennigsen,0,11.0,11.0
10.0,0.4,DHL,Dummy Wennigsen,1,12.0,12.0
10.0,0.4,DHL,Dummy Wennigsen,2,12.0,12.0
10.0,0.4,DHL,Dummy Wennigsen,3,12.0,12.0
10.0,0.4,DHL,Dummy Wennigsen,4,10.0,10.0
10.0,0.4,DHL,Dummy Wennigsen,5,8.0,8.0
10.0,0.4,DHL,Paketzentrum / Zustellbasis Anderten,0,40.0,40.0
10.0,0.4,DHL,Paketzentrum / Zustellbasis Anderten,1,44.0,44.0
10.0,0.4,DHL,Paketzentrum / Zustellbasis Anderten,2,47.0,47.0
10.0,0.4,DHL,Paketzentrum / Zustellbasis Anderten,3,44.0,44.0
10.0,0.4,DHL,Paketzentrum / Zustellbasis Anderten,4,39.0,39.0
